IssueDate,Violation,FineAmount,NumberViolations,TotalFineAmount
2025-01-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,48,9600
2025-01-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,157,39250
2025-01-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1888,94400
2025-01-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,280,28000
2025-01-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,119,17850
2025-01-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,57,11400
2025-01-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,177,44250
2025-01-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1932,96600
2025-01-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,283,28300
2025-01-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,98,14700
2025-01-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,67,13400
2025-01-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,195,48750
2025-01-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1741,87050
2025-01-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,217,21700
2025-01-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,60,9000
2025-01-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,46,9200
2025-01-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,111,27750
2025-01-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,769,38450
2025-01-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,71,7100
2025-01-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,28,4200
2025-01-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,14,2800
2025-01-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,31,7750
2025-01-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1306,65300
2025-01-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,174,17400
2025-01-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,60,9000
2025-01-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,42,8400
2025-01-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,92,23000
2025-01-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1804,90200
2025-01-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,255,25500
2025-01-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,108,16200
2025-01-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,51,10200
2025-01-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,172,43000
2025-01-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1664,83200
2025-01-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,247,24700
2025-01-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,75,11250
2025-01-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,36,7200
2025-01-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,160,40000
2025-01-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1786,89300
2025-01-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,270,27000
2025-01-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,119,17850
2025-01-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,48,9600
2025-01-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,146,36500
2025-01-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,2023,101150
2025-01-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,273,27300
2025-01-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,100,15000
2025-01-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,64,12800
2025-01-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,175,43750
2025-01-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1615,80750
2025-01-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,210,21000
2025-01-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,73,10950
2025-01-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,31,6200
2025-01-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,78,19500
2025-01-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1603,80150
2025-01-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,196,19600
2025-01-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,55,8250
2025-01-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,25,5000
2025-01-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,61,15250
2025-01-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1709,85450
2025-01-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,214,21400
2025-01-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,90,13500
2025-01-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,52,10400
2025-01-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,154,38500
2025-01-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1619,80950
2025-01-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,260,26000
2025-01-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,94,14100
2025-01-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,42,8400
2025-01-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,153,38250
2025-01-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1575,78750
2025-01-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,227,22700
2025-01-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,99,14850
2025-01-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,55,11000
2025-01-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,155,38750
2025-01-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1549,77450
2025-01-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,237,23700
2025-01-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,92,13800
2025-01-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,39,7800
2025-01-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,166,41500
2025-01-31,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1584,79200
2025-01-31,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,270,27000
2025-01-31,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,115,1,115
2025-01-31,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,112,16800
2025-01-31,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,61,12200
2025-01-31,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,154,38500
2025-02-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1713,85650
2025-02-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,207,20700
2025-02-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,55,8250
2025-02-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,35,7000
2025-02-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,90,22500
2025-02-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1377,68850
2025-02-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,172,17200
2025-02-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,63,9450
2025-02-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,26,5200
2025-02-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,40,10000
2025-02-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1433,71650
2025-02-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,257,25700
2025-02-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,76,11400
2025-02-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,48,9600
2025-02-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,136,34000
2025-02-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1591,79550
2025-02-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,270,27000
2025-02-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,84,12600
2025-02-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,58,11600
2025-02-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,177,44250
2025-02-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1556,77800
2025-02-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,278,27800
2025-02-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,114,17100
2025-02-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,46,9200
2025-02-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,170,42500
2025-02-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1523,76150
2025-02-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,277,27700
2025-02-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,98,14700
2025-02-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,46,9200
2025-02-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,189,47250
2025-02-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1595,79750
2025-02-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,265,26500
2025-02-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,108,16200
2025-02-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,60,12000
2025-02-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,191,47750
2025-02-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,732,36600
2025-02-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,110,11000
2025-02-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,40,6000
2025-02-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,13,2600
2025-02-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,27,6750
2025-02-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,572,28600
2025-02-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,82,8200
2025-02-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,27,4050
2025-02-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,15,3000
2025-02-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,24,6000
2025-02-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1357,67850
2025-02-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,203,20300
2025-02-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,93,13950
2025-02-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,44,8800
2025-02-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,146,36500
2025-02-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1514,75700
2025-02-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,215,21500
2025-02-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,106,15900
2025-02-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,49,9800
2025-02-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,181,45250
2025-02-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1435,71750
2025-02-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,215,21500
2025-02-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,99,14850
2025-02-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,36,7200
2025-02-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,159,39750
2025-02-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1422,71100
2025-02-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,246,24600
2025-02-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,82,12300
2025-02-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,50,10000
2025-02-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,160,40000
2025-02-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1579,78950
2025-02-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,275,27500
2025-02-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,100,15000
2025-02-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,52,10400
2025-02-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,155,38750
2025-02-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,640,32000
2025-02-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,89,8900
2025-02-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,33,4950
2025-02-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,10,2000
2025-02-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,35,8750
2025-02-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1370,68500
2025-02-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,151,15100
2025-02-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,76,11400
2025-02-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,16,3200
2025-02-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,55,13750
2025-02-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1193,59650
2025-02-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,163,16300
2025-02-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,65,9750
2025-02-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,46,9200
2025-02-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,110,27500
2025-02-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1499,74950
2025-02-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,247,24700
2025-02-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,95,14250
2025-02-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,42,8400
2025-02-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,166,41500
2025-02-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1482,74100
2025-02-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,250,25000
2025-02-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,104,15600
2025-02-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,51,10200
2025-02-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,174,43500
2025-02-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1587,79350
2025-02-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,300,30000
2025-02-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,107,16050
2025-02-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,55,11000
2025-02-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,159,39750
2025-02-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1512,75600
2025-02-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,243,24300
2025-02-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,111,16650
2025-02-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,37,7400
2025-02-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,146,36500
2025-02-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1553,77650
2025-02-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,209,20900
2025-02-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,80,12000
2025-02-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,29,5800
2025-02-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,64,16000
2025-02-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1392,69600
2025-02-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,179,17900
2025-02-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,73,10950
2025-02-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,24,4800
2025-02-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,54,13500
2025-02-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1521,76050
2025-02-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,249,24900
2025-02-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,86,12900
2025-02-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,37,7400
2025-02-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,157,39250
2025-02-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1540,77000
2025-02-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,251,25100
2025-02-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,136,20400
2025-02-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,57,11400
2025-02-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,156,39000
2025-02-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1456,72800
2025-02-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,253,25300
2025-02-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,78,11700
2025-02-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,48,9600
2025-02-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,164,41000
2025-02-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1477,73850
2025-02-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,234,23400
2025-02-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,97,14550
2025-02-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,49,9800
2025-02-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,162,40500
2025-02-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1583,79150
2025-02-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,260,26000
2025-02-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,106,15900
2025-02-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,43,8600
2025-02-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,156,39000
2025-03-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1673,83650
2025-03-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,204,20400
2025-03-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,86,12900
2025-03-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,43,8600
2025-03-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,80,20000
2025-03-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1684,84200
2025-03-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,207,20700
2025-03-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,103,15450
2025-03-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,40,8000
2025-03-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,63,15750
2025-03-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1501,75050
2025-03-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,264,26400
2025-03-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,93,13950
2025-03-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,52,10400
2025-03-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,166,41500
2025-03-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1508,75400
2025-03-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,258,25800
2025-03-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,113,16950
2025-03-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,59,11800
2025-03-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,193,48250
2025-03-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1338,66900
2025-03-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,232,23200
2025-03-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,118,17700
2025-03-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,65,13000
2025-03-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,194,48500
2025-03-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1500,75000
2025-03-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,285,28500
2025-03-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,122,18300
2025-03-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,55,11000
2025-03-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,195,48750
2025-03-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1436,71800
2025-03-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,265,26500
2025-03-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,105,15750
2025-03-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,40,8000
2025-03-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,181,45250
2025-03-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1477,73850
2025-03-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,223,22300
2025-03-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,82,12300
2025-03-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,48,9600
2025-03-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,90,22500
2025-03-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1507,75350
2025-03-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,216,21600
2025-03-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,99,14850
2025-03-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,23,4600
2025-03-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,62,15500
2025-03-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1464,73200
2025-03-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,258,25800
2025-03-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,118,17700
2025-03-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,61,12200
2025-03-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,180,45000
2025-03-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1389,69450
2025-03-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,267,26700
2025-03-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,112,16800
2025-03-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,47,9400
2025-03-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,151,37750
2025-03-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1476,73800
2025-03-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,282,28200
2025-03-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,125,18750
2025-03-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,59,11800
2025-03-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,185,46250
2025-03-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1549,77450
2025-03-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,279,27900
2025-03-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,115,17250
2025-03-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,65,13000
2025-03-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,227,56750
2025-03-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1600,80000
2025-03-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,326,32600
2025-03-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,117,17550
2025-03-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,59,11800
2025-03-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,184,46000
2025-03-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1644,82200
2025-03-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,231,23100
2025-03-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,74,11100
2025-03-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,37,7400
2025-03-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,96,24000
2025-03-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1445,72250
2025-03-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,212,21200
2025-03-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,76,11400
2025-03-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,37,7400
2025-03-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,62,15500
2025-03-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1603,80150
2025-03-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,273,27300
2025-03-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,113,16950
2025-03-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,54,10800
2025-03-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,178,44500
2025-03-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1310,65500
2025-03-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,253,25300
2025-03-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,124,18600
2025-03-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,61,12200
2025-03-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,166,41500
2025-03-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1392,69600
2025-03-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,263,26300
2025-03-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,125,18750
2025-03-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,55,11000
2025-03-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,207,51750
2025-03-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1453,72650
2025-03-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,296,29600
2025-03-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,126,18900
2025-03-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,52,10400
2025-03-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,236,59000
